,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal
1215,64,F,0,Graduate,Married,Less than $40K,Blue,36,3,1,7646.0,1010
1216,39,F,3,Graduate,Divorced,Less than $40K,Blue,30,3,3,2420.0,1422
1217,50,M,0,High School,Married,$80K - $120K,Blue,30,3,4,4252.0,0
1218,54,F,3,Graduate,Married,Less than $40K,Blue,49,5,2,2031.0,1069
1219,38,F,4,Graduate,Married,Less than $40K,Blue,28,4,1,6861.0,1598
1220,39,M,1,High School,Married,$80K - $120K,Blue,28,4,2,3327.0,0
1221,53,M,1,Graduate,Married,$40K - $60K,Blue,41,5,1,2885.0,1433
1222,53,M,2,High School,Married,$120K +,Blue,41,4,3,7272.0,2037
1223,32,M,1,College,Divorced,$80K - $120K,Blue,36,5,3,34516.0,0
1224,57,F,3,Uneducated,Married,Less than $40K,Blue,47,5,3,2515.0,1922
1225,65,F,0,High School,Married,Less than $40K,Blue,36,3,2,2798.0,1806
1226,57,M,2,Uneducated,Single,$80K - $120K,Blue,53,5,2,34516.0,2099
1227,65,F,0,College,Married,Less than $40K,Blue,56,6,1,1438.3,680
1228,65,M,0,High School,Single,Less than $40K,Silver,56,4,2,12609.0,2517
1229,55,M,2,College,Married,$80K - $120K,Blue,50,4,2,19159.0,2108
1230,54,M,1,College,Married,$80K - $120K,Blue,42,4,1,9642.0,2517
1231,44,M,4,High School,Single,$120K +,Blue,37,5,3,8396.0,1672
1232,58,M,1,Uneducated,Married,$80K - $120K,Blue,50,5,3,6978.0,1148
1233,53,F,1,College,Married,$40K - $60K,Blue,47,3,3,2459.0,1733
1234,33,F,1,High School,Single,Less than $40K,Silver,24,5,2,12956.0,0
1235,47,F,5,Graduate,Married,Less than $40K,Blue,39,3,3,7128.0,1560
1236,51,M,1,Graduate,Single,$80K - $120K,Blue,41,6,2,18749.0,1314
1237,38,F,3,Graduate,Married,Less than $40K,Blue,18,6,3,2193.0,1260
1238,57,M,3,Doctorate,Married,$80K - $120K,Blue,50,3,2,4522.0,1861
1239,36,M,4,Uneducated,Married,$40K - $60K,Blue,28,3,1,2157.0,574
1240,35,M,3,Uneducated,Married,$80K - $120K,Blue,25,3,1,11927.0,675
1241,55,F,2,Graduate,Married,Less than $40K,Blue,50,6,1,11341.0,0
1242,57,F,4,Doctorate,Married,Less than $40K,Blue,47,4,3,7345.0,1814
1243,56,M,2,Doctorate,Married,$60K - $80K,Blue,51,3,3,6036.0,1409
1244,38,F,2,High School,Single,Less than $40K,Blue,27,6,1,2096.0,1567
1245,54,F,3,Graduate,Married,Less than $40K,Blue,49,4,1,1906.0,1271
1246,48,M,2,Graduate,Married,$80K - $120K,Blue,35,5,2,5039.0,0
1247,53,M,1,Graduate,Married,$80K - $120K,Blue,42,2,1,6214.0,1147
1248,30,F,1,Graduate,Married,Less than $40K,Blue,17,3,1,1512.0,810
1249,47,M,2,Uneducated,Married,$80K - $120K,Silver,38,4,3,34516.0,733
1250,60,F,1,College,Married,Less than $40K,Blue,53,4,3,3346.0,922
1251,54,M,3,College,Single,$120K +,Blue,49,3,2,34516.0,0
1252,37,F,2,Uneducated,Married,Less than $40K,Blue,28,5,2,6660.0,1362
1253,32,F,1,Post-Graduate,Married,Less than $40K,Blue,20,5,2,2234.0,1865
1254,44,F,4,Uneducated,Married,Less than $40K,Blue,33,5,4,9671.0,704
1255,53,F,1,College,Single,$40K - $60K,Blue,47,5,3,6605.0,1479
1256,43,M,2,High School,Divorced,$80K - $120K,Blue,33,4,3,3083.0,1898
1257,49,F,2,Graduate,Single,Less than $40K,Blue,31,5,1,5456.0,951
1258,38,F,4,Graduate,Single,Less than $40K,Blue,14,4,1,4394.0,0
1259,56,F,1,College,Married,$40K - $60K,Blue,44,5,1,4088.0,1557
1260,26,F,0,Graduate,Single,$40K - $60K,Blue,36,5,3,3930.0,0
1261,58,M,1,High School,Married,$60K - $80K,Blue,46,3,2,4188.0,1147
1262,33,M,1,Graduate,Married,$60K - $80K,Blue,22,3,3,3637.0,1998
1263,35,M,3,High School,Single,$80K - $120K,Blue,28,4,2,11521.0,1147
1264,37,M,3,High School,Married,$60K - $80K,Blue,32,6,2,2253.0,1667
1265,27,F,1,Graduate,Single,Less than $40K,Blue,13,6,2,2339.0,2080
1266,43,M,4,High School,Single,$80K - $120K,Blue,37,6,1,30503.0,2517
1267,49,M,2,Graduate,Divorced,$60K - $80K,Blue,36,5,3,4596.0,0
1268,49,M,2,Uneducated,Married,$80K - $120K,Blue,43,1,3,5701.0,2517
1269,39,F,3,Graduate,Married,Less than $40K,Blue,32,5,6,3221.0,0
1270,41,F,3,Uneducated,Married,Less than $40K,Blue,29,5,3,3022.0,1142
1271,32,F,0,High School,Divorced,Less than $40K,Blue,36,5,2,2699.0,1609
1272,58,F,1,Uneducated,Married,Less than $40K,Blue,39,3,3,2210.0,1624
1273,56,M,2,Post-Graduate,Married,$60K - $80K,Blue,49,5,3,1438.3,0
1274,37,M,2,Graduate,Married,Less than $40K,Blue,36,3,3,2041.0,1687
1275,39,M,1,High School,Married,$120K +,Blue,34,4,2,3250.0,1698
1276,26,F,0,Graduate,Single,$40K - $60K,Blue,13,6,3,1643.0,1101
1277,31,F,1,Graduate,Single,Less than $40K,Silver,36,4,3,34516.0,0
1278,46,F,3,High School,Single,Less than $40K,Blue,34,4,3,29543.0,1164
1279,36,M,2,College,Married,$120K +,Blue,29,6,3,3158.0,0
1280,39,M,1,Graduate,Married,$80K - $120K,Blue,36,6,2,2899.0,1999
1281,53,F,4,College,Married,Less than $40K,Blue,36,4,1,2972.0,2160
1282,38,F,3,Uneducated,Married,Less than $40K,Blue,23,6,2,5645.0,0
1283,37,M,2,Graduate,Married,Less than $40K,Blue,36,6,3,2463.0,1751
1284,47,F,2,Graduate,Married,Less than $40K,Blue,41,5,3,1438.3,0
1285,56,M,1,College,Divorced,$80K - $120K,Blue,36,3,3,34516.0,1477
1286,55,F,3,High School,Married,Less than $40K,Blue,48,6,2,2897.0,1601
1287,31,F,0,Uneducated,Single,Less than $40K,Blue,36,4,2,5391.0,0
1288,62,F,0,Graduate,Single,Less than $40K,Blue,36,5,2,2870.0,2284
1289,34,M,3,High School,Married,$120K +,Blue,25,3,2,23959.0,2517
1290,33,M,3,High School,Married,$60K - $80K,Blue,25,5,2,14918.0,2028
1291,38,F,2,Uneducated,Single,Less than $40K,Blue,29,3,3,3590.0,1924
1292,65,M,0,Graduate,Married,$40K - $60K,Blue,56,3,3,2297.0,0
1293,57,M,1,High School,Married,$80K - $120K,Blue,53,3,2,25058.0,1710
1294,58,F,0,High School,Married,Less than $40K,Blue,36,3,2,7418.0,396
1295,60,M,1,Graduate,Divorced,$40K - $60K,Blue,49,4,3,3012.0,0
1296,39,M,3,Graduate,Single,$40K - $60K,Blue,24,3,1,4562.0,1721
1297,39,F,2,High School,Married,Less than $40K,Blue,27,6,2,10723.0,1529
1298,39,F,2,High School,Married,Less than $40K,Blue,36,6,2,1578.0,760
1299,60,M,0,Uneducated,Married,Less than $40K,Blue,49,4,2,2094.0,1560
1300,37,F,3,High School,Married,Less than $40K,Blue,19,5,1,4138.0,0
1301,41,F,4,Graduate,Married,Less than $40K,Blue,30,3,1,5417.0,1904
1302,56,M,3,Uneducated,Married,$120K +,Blue,36,6,3,34516.0,1047
1303,60,M,0,High School,Married,$60K - $80K,Blue,54,6,1,9592.0,1968
1304,56,F,4,High School,Single,Less than $40K,Blue,36,3,1,8881.0,2145
1305,62,M,0,College,Married,$40K - $60K,Blue,54,3,3,1438.3,0
1306,41,F,2,Uneducated,Married,Less than $40K,Blue,33,3,3,3893.0,1157
1307,44,F,1,Graduate,Married,Less than $40K,Blue,38,5,2,3242.0,799
1308,59,M,1,Graduate,Single,$40K - $60K,Blue,53,3,3,6035.0,1392
1309,55,F,1,College,Married,Less than $40K,Blue,36,6,3,17642.0,1846
1310,26,M,1,High School,Single,$60K - $80K,Blue,15,6,3,4327.0,0
1311,40,M,4,Graduate,Single,$80K - $120K,Silver,22,3,1,34516.0,0
1312,44,F,2,Graduate,Married,Less than $40K,Blue,32,5,1,4852.0,1777
1313,37,M,2,Uneducated,Single,Less than $40K,Blue,28,5,3,7147.0,1424
1314,37,M,1,High School,Married,$60K - $80K,Blue,27,6,3,10320.0,1799
1315,65,F,0,Graduate,Married,Less than $40K,Blue,49,4,2,3297.0,2297
1316,46,M,3,College,Married,$60K - $80K,Blue,36,5,2,9981.0,807
1317,53,M,2,High School,Married,$120K +,Blue,36,5,3,3329.0,1092
1318,56,F,1,Uneducated,Married,Less than $40K,Blue,36,6,3,5991.0,1993
1319,48,M,3,Graduate,Married,$40K - $60K,Blue,30,3,1,3235.0,2517
1320,34,M,2,High School,Married,$120K +,Blue,21,3,3,6259.0,1063
1321,65,M,0,Graduate,Married,Less than $40K,Blue,56,6,3,2541.0,1616
1322,55,M,4,Post-Graduate,Married,$80K - $120K,Blue,43,6,2,21351.0,2517
1323,32,M,1,Graduate,Married,$40K - $60K,Blue,36,3,2,8998.0,1471
1324,58,F,4,Graduate,Married,Less than $40K,Blue,42,3,3,10247.0,1600
1325,54,M,3,High School,Married,$120K +,Blue,42,6,3,20311.0,1655
1326,52,M,2,High School,Single,$60K - $80K,Silver,33,6,1,33182.0,1997
1327,36,M,3,Uneducated,Married,$60K - $80K,Blue,16,4,5,1686.0,1252
1328,56,M,3,Graduate,Single,$60K - $80K,Blue,36,2,2,4742.0,855
1329,33,M,3,Graduate,Married,$60K - $80K,Blue,36,5,1,1726.0,1215
1330,61,M,0,Graduate,Married,$80K - $120K,Blue,56,4,2,8420.0,1389
1331,61,M,0,Graduate,Married,$60K - $80K,Blue,49,4,3,3352.0,1713
1332,43,M,4,Uneducated,Single,$40K - $60K,Blue,39,5,2,6648.0,2242
1333,48,F,3,College,Divorced,Less than $40K,Blue,36,4,3,2335.0,1845
1334,36,M,3,Graduate,Married,$60K - $80K,Blue,27,4,3,12397.0,1001
1335,34,M,2,Uneducated,Married,$40K - $60K,Blue,26,5,1,1438.3,708
1336,53,F,1,Graduate,Single,Less than $40K,Blue,46,3,6,2240.0,1601
1337,43,F,5,Graduate,Single,$40K - $60K,Blue,33,4,3,5330.0,1161
1338,61,F,1,High School,Married,Less than $40K,Blue,51,3,3,1795.0,794
1339,55,M,2,High School,Married,$80K - $120K,Blue,47,3,1,5741.0,1894
1340,51,F,1,Graduate,Married,Less than $40K,Blue,39,4,3,2002.0,1248
1341,38,M,1,Graduate,Single,$80K - $120K,Blue,19,6,3,25662.0,1515
1342,52,M,2,Uneducated,Single,$80K - $120K,Blue,36,3,1,22103.0,1515
1343,36,F,5,High School,Married,Less than $40K,Blue,17,3,1,1438.3,0
1344,45,F,3,High School,Married,$40K - $60K,Blue,30,5,2,12355.0,0
1345,34,F,3,College,Married,$40K - $60K,Blue,29,4,1,2000.0,0
1346,27,M,0,Graduate,Single,$120K +,Blue,17,6,2,8713.0,1354
1347,49,F,5,Graduate,Divorced,Less than $40K,Blue,36,4,1,9165.0,0
1348,43,F,1,Graduate,Married,Less than $40K,Silver,31,5,1,11583.0,631
1349,52,M,4,Graduate,Married,$80K - $120K,Blue,32,4,3,1438.3,702
1350,31,F,2,Graduate,Married,Less than $40K,Blue,20,3,1,8149.0,0
1351,40,M,3,Uneducated,Married,$80K - $120K,Blue,29,3,2,3616.0,1151
1352,39,M,3,Graduate,Married,$80K - $120K,Blue,31,6,2,8434.0,2222
1353,45,M,3,Graduate,Married,$60K - $80K,Blue,25,3,3,9791.0,1311
1354,37,F,2,Graduate,Single,Less than $40K,Blue,24,5,2,8444.0,1945
1355,49,F,4,Graduate,Divorced,Less than $40K,Blue,43,3,1,2228.0,1003
1356,56,M,3,Graduate,Married,$120K +,Blue,36,5,1,12211.0,0
1357,62,F,0,High School,Married,Less than $40K,Blue,51,6,3,1438.3,0
1358,37,F,3,High School,Married,$40K - $60K,Blue,31,5,3,1586.0,1038
1359,42,M,3,High School,Single,$40K - $60K,Blue,37,3,3,2247.0,1045
1360,36,M,3,Graduate,Single,$60K - $80K,Blue,30,3,4,2789.0,1584
1361,59,M,0,Graduate,Married,$40K - $60K,Blue,53,3,2,4241.0,0
1362,40,F,1,Graduate,Married,Less than $40K,Blue,29,5,1,8398.0,1892
1363,43,M,3,High School,Single,$40K - $60K,Blue,36,6,3,4112.0,768
1364,29,M,2,Graduate,Divorced,$40K - $60K,Silver,22,6,2,15578.0,1383
1365,42,F,4,Graduate,Married,$40K - $60K,Blue,36,6,2,4008.0,1636
1366,63,F,1,High School,Married,Less than $40K,Blue,50,6,1,12766.0,0
1367,36,F,2,Post-Graduate,Single,Less than $40K,Blue,24,5,2,3438.0,1129
1368,53,M,4,High School,Married,$80K - $120K,Blue,43,3,1,16692.0,2446
1369,36,F,2,Uneducated,Married,Less than $40K,Blue,36,4,2,4066.0,1639
1370,36,M,3,Graduate,Married,$60K - $80K,Blue,30,5,2,13080.0,0
1371,26,M,0,College,Single,Less than $40K,Blue,36,4,1,1934.0,1070
1372,45,F,0,Graduate,Single,Less than $40K,Blue,36,6,2,3230.0,2517
1373,55,F,0,Graduate,Married,Less than $40K,Blue,36,6,2,3615.0,1699
1374,61,F,0,Graduate,Married,Less than $40K,Blue,36,4,2,1801.0,0
1375,26,M,0,Uneducated,Single,Less than $40K,Blue,36,4,3,2665.0,1567
1376,40,M,4,Graduate,Married,$60K - $80K,Silver,25,5,3,28822.0,2517
1377,38,M,2,Graduate,Single,$40K - $60K,Blue,24,6,3,14632.0,1158
1378,32,F,0,College,Married,Less than $40K,Blue,36,5,3,6715.0,1314
1379,53,M,2,Graduate,Married,$60K - $80K,Blue,46,3,2,6658.0,1761
1380,52,F,2,Graduate,Single,$40K - $60K,Blue,44,6,2,3360.0,1219
1381,29,M,1,Graduate,Married,$80K - $120K,Blue,14,5,3,14853.0,0
1382,38,M,2,Graduate,Married,$60K - $80K,Blue,25,3,3,4800.0,1212
1383,27,M,0,Graduate,Single,$40K - $60K,Blue,17,5,1,4610.0,0
1384,46,F,4,High School,Married,Less than $40K,Blue,36,3,3,1438.3,981
1385,57,M,0,Uneducated,Single,$60K - $80K,Blue,42,6,4,8377.0,1211
1386,42,M,3,High School,Single,$80K - $120K,Blue,30,4,5,4147.0,1719
1387,62,F,0,Post-Graduate,Married,$40K - $60K,Blue,55,6,1,2644.0,2207
1388,37,F,1,Graduate,Married,$40K - $60K,Blue,30,5,3,13355.0,1631
1389,57,F,2,Graduate,Divorced,$40K - $60K,Blue,36,5,2,3251.0,1887
1390,35,M,2,High School,Single,$40K - $60K,Blue,36,5,3,2100.0,950
1391,55,F,1,Graduate,Married,Less than $40K,Blue,50,5,3,3566.0,1401
1392,56,F,4,Graduate,Married,Less than $40K,Blue,49,5,1,14915.0,1111
1393,39,M,2,Graduate,Married,$60K - $80K,Blue,27,3,1,13003.0,0
1394,64,M,0,College,Married,Less than $40K,Blue,55,5,3,2492.0,1424
1395,37,F,4,Graduate,Married,Less than $40K,Blue,31,5,2,1758.0,1180
1396,34,M,1,College,Married,$60K - $80K,Blue,23,3,2,5510.0,1604
1397,46,M,5,Uneducated,Divorced,$60K - $80K,Blue,36,3,1,17196.0,1646
1398,65,F,0,High School,Married,$40K - $60K,Blue,46,6,1,5877.0,1697
1399,36,M,0,Graduate,Married,$60K - $80K,Blue,31,5,1,7667.0,0
1400,35,F,2,College,Married,$40K - $60K,Blue,24,4,1,2939.0,1865
1401,49,M,1,Graduate,Single,$80K - $120K,Blue,31,6,1,5898.0,1348
1402,46,F,3,Uneducated,Single,Less than $40K,Blue,33,5,3,19995.0,0
1403,26,M,0,Post-Graduate,Married,$40K - $60K,Blue,36,6,1,2773.0,2080
1404,52,M,3,Graduate,Single,$60K - $80K,Blue,44,4,2,3323.0,2310
1405,38,F,0,Graduate,Married,Less than $40K,Blue,28,5,3,16049.0,799
1406,37,M,1,High School,Married,$40K - $60K,Blue,28,3,4,3601.0,1236
1407,33,F,3,Graduate,Married,Less than $40K,Blue,25,3,2,2307.0,1385
1408,59,M,1,Uneducated,Married,$60K - $80K,Blue,36,4,3,3742.0,1175
1409,34,M,3,High School,Married,$40K - $60K,Blue,29,6,3,2937.0,869
1410,39,F,3,Post-Graduate,Married,Less than $40K,Blue,26,6,1,3209.0,2517
1411,59,M,0,Graduate,Married,$60K - $80K,Blue,53,6,1,12554.0,2169
1412,50,M,1,Graduate,Married,$60K - $80K,Blue,34,6,3,4702.0,0
1413,26,F,1,Graduate,Single,$40K - $60K,Blue,14,4,2,5645.0,2324
1414,32,M,0,High School,Married,$60K - $80K,Blue,13,3,3,14308.0,1889
1415,51,F,2,College,Married,$40K - $60K,Blue,46,3,1,4882.0,695
1416,41,M,4,Doctorate,Married,$80K - $120K,Blue,29,3,3,33405.0,0
1417,39,F,1,Graduate,Married,$40K - $60K,Blue,27,3,1,2700.0,2220
1418,49,F,2,Uneducated,Single,Less than $40K,Blue,37,5,1,2934.0,2381
1419,30,M,2,Graduate,Divorced,$120K +,Blue,14,3,2,1548.0,0
1420,40,F,3,High School,Married,Less than $40K,Blue,36,5,2,5525.0,2409
1421,36,F,3,Uneducated,Single,Less than $40K,Blue,36,5,2,5750.0,1521
1422,56,M,2,College,Married,$120K +,Blue,36,6,3,27157.0,1547
1423,37,M,3,Doctorate,Single,$80K - $120K,Blue,36,5,2,12830.0,0
1424,51,F,4,Graduate,Single,Less than $40K,Blue,41,3,1,5530.0,1999
1425,36,F,2,Uneducated,Single,Less than $40K,Blue,30,6,2,2684.0,1474
1426,62,M,1,Graduate,Married,$80K - $120K,Blue,49,3,1,2437.0,1400
1427,31,F,0,Uneducated,Single,Less than $40K,Blue,24,3,2,3827.0,1397
1428,42,M,4,High School,Single,$120K +,Blue,35,5,2,34516.0,1658
1429,38,M,2,High School,Married,$60K - $80K,Blue,33,6,3,5940.0,1101
1430,45,M,3,Graduate,Single,$60K - $80K,Blue,32,2,3,13162.0,0
1431,50,F,2,Graduate,Married,Less than $40K,Blue,37,3,2,1963.0,1357
1432,58,M,3,Graduate,Married,$80K - $120K,Blue,54,4,3,18713.0,1022
1433,35,M,2,High School,Married,$80K - $120K,Blue,22,3,1,3023.0,1435
1434,58,M,3,High School,Single,$120K +,Blue,53,4,1,6103.0,1798
1435,42,M,5,Graduate,Married,$60K - $80K,Blue,34,3,3,10607.0,2517
1436,32,F,0,College,Single,Less than $40K,Blue,24,3,3,2917.0,2517
1437,35,M,4,Graduate,Married,$120K +,Blue,30,4,3,34516.0,1018
1438,51,M,1,Uneducated,Married,$80K - $120K,Blue,42,6,2,25197.0,2517
1439,63,M,2,Graduate,Married,Less than $40K,Blue,36,5,2,2743.0,1815
1440,42,M,2,Graduate,Single,$120K +,Blue,32,5,2,4111.0,1233
1441,36,F,0,Uneducated,Single,Less than $40K,Blue,18,5,3,3667.0,948
1442,42,M,3,Graduate,Divorced,$40K - $60K,Blue,33,4,2,3178.0,1800
1443,37,F,3,Graduate,Married,Less than $40K,Blue,22,2,3,5674.0,0
1444,38,M,2,Graduate,Married,$80K - $120K,Blue,36,5,3,11444.0,1278
1445,29,M,1,High School,Married,$40K - $60K,Blue,36,3,1,1438.3,0
1446,54,M,2,Uneducated,Divorced,$40K - $60K,Blue,34,4,3,6387.0,1597
1447,33,M,2,Graduate,Married,$40K - $60K,Blue,20,4,3,5657.0,1792
1448,63,F,0,Uneducated,Married,Less than $40K,Blue,54,5,3,11827.0,0
1449,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,37,5,3,2608.0,1589
1450,44,F,2,Graduate,Married,Less than $40K,Blue,37,4,5,3203.0,2076
1451,33,F,2,College,Single,Less than $40K,Gold,36,3,1,34516.0,1540
1452,57,M,3,Uneducated,Married,$80K - $120K,Blue,38,5,3,2472.0,2457
1453,52,F,3,Uneducated,Married,Less than $40K,Blue,43,4,3,2147.0,1173
1454,52,F,3,Graduate,Single,Less than $40K,Blue,44,4,1,3416.0,2044
1455,39,F,2,Doctorate,Married,Less than $40K,Blue,36,5,2,8058.0,791
1456,50,F,5,Graduate,Married,Less than $40K,Blue,43,5,1,3410.0,2281
1457,43,M,3,College,Married,$60K - $80K,Blue,37,5,2,19044.0,0
1458,36,M,2,Post-Graduate,Single,$60K - $80K,Blue,30,4,2,1606.0,798
1459,55,M,4,Graduate,Married,$120K +,Blue,36,4,2,24336.0,856
1460,30,F,1,Graduate,Single,Less than $40K,Blue,20,5,2,5030.0,1327
1461,36,M,3,Graduate,Married,$120K +,Blue,24,6,3,24577.0,0
1462,26,F,0,High School,Single,Less than $40K,Blue,13,6,3,3517.0,1195
1463,48,M,3,High School,Single,$40K - $60K,Blue,36,3,2,7400.0,636
1464,53,F,2,Graduate,Married,$40K - $60K,Blue,36,6,2,2956.0,1391
1465,42,F,5,High School,Married,Less than $40K,Blue,30,3,1,3578.0,0
1466,53,M,2,Graduate,Married,$120K +,Blue,36,1,3,12778.0,507
1467,58,F,2,Uneducated,Married,Less than $40K,Blue,45,3,3,1942.0,1536
1468,32,M,2,Graduate,Divorced,$80K - $120K,Blue,26,5,1,29961.0,789
1469,48,M,4,Uneducated,Married,$60K - $80K,Silver,35,5,3,33791.0,0
1470,48,M,5,High School,Married,$40K - $60K,Silver,34,5,0,17657.0,2018
1471,54,M,1,College,Married,$120K +,Blue,44,4,3,2821.0,2415
1472,59,M,0,High School,Married,Less than $40K,Blue,47,6,3,1479.0,787
1473,35,M,2,Graduate,Married,$60K - $80K,Blue,36,3,3,1438.3,0
1474,37,M,4,Post-Graduate,Married,$40K - $60K,Blue,27,5,1,6859.0,1766
1475,36,M,3,High School,Divorced,$120K +,Blue,36,3,2,3404.0,1568
1476,26,M,0,Uneducated,Single,$40K - $60K,Blue,15,4,1,2158.0,1695
1477,35,F,3,Graduate,Single,Less than $40K,Blue,22,1,2,1890.0,666
1478,40,M,1,Post-Graduate,Married,$60K - $80K,Blue,36,6,3,18386.0,890
1479,55,F,2,Graduate,Married,Less than $40K,Blue,36,5,5,3602.0,2013
1480,39,M,1,Graduate,Divorced,$80K - $120K,Blue,34,6,1,3766.0,1049
1481,39,F,2,Graduate,Married,Less than $40K,Blue,32,4,2,5634.0,2057
1482,46,F,2,Graduate,Single,$40K - $60K,Blue,29,4,2,3126.0,2517
1483,49,M,2,High School,Married,$60K - $80K,Blue,42,6,1,3017.0,786
1484,32,M,0,Post-Graduate,Married,$60K - $80K,Blue,26,6,2,5478.0,1491
1485,35,M,1,Post-Graduate,Married,$80K - $120K,Blue,20,6,3,13046.0,1177
1486,39,M,2,Graduate,Married,$40K - $60K,Blue,31,5,3,8687.0,1146
1487,53,F,2,Graduate,Married,Less than $40K,Blue,40,6,2,6174.0,1421
1488,26,F,0,Graduate,Single,$40K - $60K,Blue,13,5,1,5655.0,0
1489,32,M,0,High School,Married,$60K - $80K,Blue,26,5,2,5397.0,1784
1490,54,M,2,College,Married,$120K +,Blue,46,6,1,28465.0,0
1491,36,F,3,High School,Married,Less than $40K,Blue,27,4,2,3444.0,2441
1492,45,F,3,High School,Married,Less than $40K,Blue,37,4,1,2104.0,1267
1493,49,M,3,Graduate,Married,$80K - $120K,Blue,37,4,1,15610.0,2048
1494,44,M,4,Doctorate,Married,$120K +,Blue,32,3,2,34516.0,1356
1495,32,M,1,High School,Married,Less than $40K,Blue,22,3,1,16912.0,1590
1496,64,F,0,Doctorate,Married,Less than $40K,Blue,53,4,1,5462.0,1864
1497,37,F,2,Graduate,Married,Less than $40K,Blue,27,5,1,2868.0,1434
1498,31,M,1,Post-Graduate,Married,$60K - $80K,Blue,22,5,1,2685.0,1580
1499,49,F,3,Uneducated,Divorced,$40K - $60K,Blue,36,5,1,5238.0,1365
1500,32,F,3,High School,Married,Less than $40K,Blue,22,4,2,4561.0,2029
1501,53,M,2,High School,Married,$120K +,Blue,39,3,2,13091.0,985
1502,62,F,0,Graduate,Married,Less than $40K,Blue,51,3,3,10826.0,1274
1503,26,F,0,Graduate,Single,Less than $40K,Blue,13,4,2,2600.0,1876
1504,49,F,5,Graduate,Divorced,Less than $40K,Blue,35,6,3,2561.0,0
1505,30,F,1,Graduate,Married,Less than $40K,Blue,36,3,2,7087.0,1060
1506,34,M,4,Uneducated,Single,$120K +,Blue,36,6,3,34516.0,2517
1507,41,M,1,Post-Graduate,Single,$40K - $60K,Blue,32,3,2,10266.0,1390
1508,27,F,1,Graduate,Single,Less than $40K,Blue,36,3,3,1553.0,723
1509,33,F,2,Uneducated,Married,$40K - $60K,Blue,23,4,2,6732.0,0
1510,56,M,2,High School,Married,$120K +,Blue,37,3,1,12181.0,1702
1511,36,M,3,High School,Married,$80K - $120K,Blue,27,3,1,7056.0,0
1512,35,M,1,Graduate,Single,$60K - $80K,Blue,25,6,1,14365.0,0
1513,27,M,0,Graduate,Married,$40K - $60K,Blue,36,3,2,11473.0,829
1514,46,M,1,High School,Single,$60K - $80K,Blue,38,5,2,23996.0,2517
1515,48,M,2,Graduate,Divorced,$60K - $80K,Blue,33,4,2,2998.0,1789
1516,54,M,1,Graduate,Single,$80K - $120K,Blue,36,6,2,30011.0,1232
1517,38,M,1,Graduate,Married,$60K - $80K,Blue,31,6,3,2405.0,1553
1518,36,M,1,Post-Graduate,Married,$80K - $120K,Blue,26,3,4,21927.0,1291
1519,56,M,1,High School,Married,$80K - $120K,Blue,36,4,1,3906.0,1851
1520,32,M,1,Doctorate,Single,$60K - $80K,Blue,27,5,3,10029.0,606
1521,36,M,2,Doctorate,Married,$60K - $80K,Blue,30,3,3,4934.0,1504
1522,35,F,2,High School,Single,Less than $40K,Silver,15,5,2,13882.0,1452
1523,26,M,0,College,Single,Less than $40K,Blue,13,6,3,2347.0,0
1524,32,M,1,High School,Married,$60K - $80K,Blue,24,4,2,4116.0,1223
1525,56,F,2,High School,Single,$40K - $60K,Blue,36,4,1,13904.0,625
1526,54,M,1,Graduate,Married,$80K - $120K,Blue,43,4,2,32558.0,2016
1527,54,M,2,Graduate,Married,$80K - $120K,Blue,44,4,1,12902.0,1860
1528,37,F,4,Uneducated,Married,Less than $40K,Blue,36,4,1,2509.0,1144
1529,38,F,1,Graduate,Single,Less than $40K,Blue,22,3,3,2484.0,2149
1530,35,M,3,College,Single,$60K - $80K,Blue,36,5,1,2780.0,0
1531,39,M,2,Graduate,Married,$60K - $80K,Blue,34,6,2,5219.0,1826
1532,48,M,4,Doctorate,Single,$80K - $120K,Blue,36,6,3,18102.0,1381
1533,29,M,0,Graduate,Married,$40K - $60K,Blue,18,4,3,4532.0,0
1534,33,M,2,Graduate,Married,$80K - $120K,Blue,28,4,2,22399.0,1431
1535,39,F,1,High School,Married,$40K - $60K,Blue,34,6,5,4489.0,2498
1536,35,F,2,Graduate,Single,Less than $40K,Blue,25,4,1,10329.0,514
1537,43,F,1,Graduate,Divorced,Less than $40K,Blue,36,4,2,2637.0,1272
1538,27,F,0,High School,Married,Less than $40K,Blue,22,4,1,1864.0,1384
1539,52,F,2,Graduate,Single,Less than $40K,Blue,47,6,3,13276.0,1917
1540,31,M,1,Graduate,Single,$40K - $60K,Blue,25,5,3,1935.0,1033
1541,45,M,4,Graduate,Divorced,$60K - $80K,Blue,37,5,2,6784.0,891
1542,35,M,2,High School,Married,$60K - $80K,Blue,36,4,2,19127.0,1880
1543,55,M,2,College,Married,$120K +,Blue,37,5,2,32641.0,1551
1544,61,M,1,Uneducated,Married,$40K - $60K,Blue,47,5,3,1438.3,847
1545,37,F,1,Graduate,Married,Less than $40K,Blue,31,5,2,2417.0,1929
1546,38,M,2,Graduate,Married,$80K - $120K,Blue,34,4,1,19259.0,2266
1547,54,F,3,Graduate,Married,Less than $40K,Blue,50,6,2,3796.0,2396
